ID	Field	Category	Specialty	Question	Answer
qa-778	마케팅	업체 솔루션	공통	원장님 프로필 촬영은 언제, 어떻게 준비해야 하나요?	프로필 촬영은 유니폼이 준비된 후 가능한 빨리 진행하는 것이 좋습니다. 홈페이지, 간판, 온라인 마케팅 등에 모두 사용되기 때문이에요. 촬영 업체는 병원 전문 스튜디오(예: 시노그라피)를 이용하면 소수 컷은 저렴하게, 다수 컷은 비용을 올려 합리적으로 이용할 수 있습니다. 배우 사진 촬영 경력이 있는 전문 포토그래퍼가 품질이 더 좋은 편입니다.
qa-779	의료기기	사업적 요구	치과	치과 장비재료 구매 시 오스템과 메가젠 패키지만 사용하면 되나요?	오스템과 메가젠 패키지는 체어나 임플란트 구매 조건으로 재료를 묶어 제공하지만, 외부 재료상 대비 약 10% 정도 비쌀 수 있습니다. 두 회사에서 필요한 만큼만 패키지로 구매하고, 각 사의 프로모션 상품을 활용한 뒤 나머지는 외부 재료상에서 비교 견적을 받아 구매하면 개원 비용을 절감할 수 있어요. 특히 큐레이 오토클레이브, NSK 제품 등은 직판 대리점을 통해 더 저렴하게 구입 가능한 경우가 있습니다.
qa-780	의료기기	업체 솔루션	치과	메가젠 BDS 프리미엄 조건이란 무엇인가요?	메가젠에서 총 구매액 1억 원 이상 시 BDS(프리미엄 서비스) 조건을 받을 수 있으며, 약 500만 원 상당의 구강 스캐너 무료 제공과 임플란트 엔진 2대를 추가로 받을 수 있습니다. 제공되는 스캐너는 프라임스캔 대비 유선이고 소프트웨어가 다소 조잡하지만 스캔 성능 자체는 큰 차이가 없어요. 체어와 픽스처를 합산하면 1억을 넘기기 어렵지 않으므로 담당자와 패키지 견적을 협의해 보는 것을 추천합니다.
qa-781	인테리어	법규/규제	공통	인테리어 업체 선정 시 실내 건축 면허가 왜 중요한가요?	실내 건축 면허가 없는 업체와 공사 중 인사 사고가 발생하면 원장님에게 책임이 갈 수 있습니다. 면허가 있으면 인테리어 회사에서 사고 책임을 지게 되어요. 현행법상 5천만 원 이상 공사는 실내 건축 면허 소지 업체와 하도록 규정되어 있으며, 정부가 이 부분을 더욱 강화할 예정이므로 업체 선정 시 면허 보유 여부를 반드시 확인하세요.
qa-782	인테리어	업계 표준	공통	인테리어 업체를 효과적으로 비교하려면 어떤 방식이 좋은가요?	인테리어 업체는 초기에 많이 만나보되, 토너먼트 형식으로 좁혀 나가야 합니다. 도면 미팅에서 컨셉과 동선을 비교한 뒤 최종 2~3개 업체만 3D 시안을 요청하세요. 같은 날 오전오후로 나눠 한 장소에서 연속 미팅하면 기억이 생생하고 비교가 쉬워요. 일부 업체는 도면 유출을 우려하여 도면을 제공하지 않는 경우가 있으므로, 미팅 후 핵심 포인트를 바로 메모해 두는 것이 중요합니다.
qa-783	인테리어	법규/규제	공통	건물 용도 변경(표시 변경) 시 소방 스프링클러 비용은 얼마나 드나요?	용도 변경 시 현행 소방법에 따라 인접 건물 창문 60cm 이내에 스프링클러를 추가 설치해야 합니다. 창문 3개 기준 약 90~100만 원이 소요되며, 추가 창문이 있으면 비용이 더 올라갈 수 있어요. 소방 점검이 최근 크게 강화되어 인테리어가 거의 완료되어야 점검을 통과할 수 있으므로, 건축사에게 위임하여 현장 방문과 주무관 협의를 병행하는 것이 효율적입니다.
qa-784	인테리어	법규/규제	공통	병원 면적이 500㎡를 넘으면 추가로 필요한 시설은 무엇인가요?	병원 면적이 500㎡(약 151평)를 초과하면 장애인 편의시설 설치 의무가 발생합니다. 장애인 화장실, 경사로, 점자 블록 등이 필요하며, 이를 갖추지 않으면 개설 신고가 불가해요. 면적을 500㎡ 미만으로 유지하면 이 의무에서 자유로우므로, 확장 계획이 있다면 사전에 건축사와 면적 산정을 정확히 확인하고 직원 휴게실 등 비진료 공간을 별도 계약으로 분리하는 방법도 검토할 수 있습니다.
qa-785	인테리어	사업적 요구	공통	신용보증기금(신보) 대출은 병원 개원 시 얼마까지 받을 수 있나요?	신용보증기금을 통한 대출은 기본 1억 원까지 별도 조건 없이 가능하며, 추가 조건 충족 시 최대 3억 원까지 가능합니다. 다만 치과의 경우 통상 1억 원 수준이 일반적이에요. 닥터론과 합산하여 총 대출이 10억 원을 초과하면 이율이 달라지므로 10억 이내로 맞추는 것이 유리하며, 개원 후에는 신보 대출이 어려우므로 확장 계획이 있다면 개원 전에 미리 받아두는 것을 추천합니다.
qa-786	마케팅	업체 솔루션	공통	오프라인 마케팅(전단지 영업) 일정은 언제 잡아야 하나요?	오프라인 마케팅은 인력 기반으로 운영되어 일정이 한번 잡히면 다른 일정을 잡기 어려우므로 가능한 빨리 예약해야 합니다. 보통 개원 셋업 완료 후 시작하여 8회 기준으로 진행하며, 첫 회차 후 1~2일 간격으로 반복합니다. 노령층이 많은 상권이라면 로드 마케팅이 특히 효과적이에요. 비용은 높은 편이지만 실제 환자 유입으로 이어지는 후기가 좋아 초기 환자 확보에 유용합니다.
qa-787	인테리어	법규/규제	공통	병원 아래층에 물 사고가 발생할 위험에 대비하려면 어떻게 해야 하나요?	치과는 물을 많이 사용하므로 아래층에 물 사고가 발생할 위험이 있습니다. 인테리어 시 설비 자재를 품질 좋은 것으로 지정하면 배관을 오랫동안 교체하지 않고도 안전하게 사용할 수 있어요. 아래층이 은행 등 민감한 업종이라면 배상 책임 보험에 화재보험을 추가 가입하는 것을 추천하며, 보험은 의협을 통해 현대해상이나 DB손해보험에서 합리적으로 가입할 수 있습니다.
qa-788	마케팅	업체 솔루션	공통	원웨이 시트란 무엇이고 병원 간판에 어떻게 활용하나요?	원웨이 시트는 낮에는 외부에서 디자인이 그대로 보이면서 내부에서는 밖이 투명하게 보이는 특수 시트입니다. 대기실 창에 많이 사용하며 환자가 답답함을 느끼지 않도록 해줘요. 단, 야간에 안쪽이 밝으면 내부가 외부에서 그대로 보이므로 주의가 필요합니다. 창문 위의 여닫이(프로젝트 창)은 그대로 열 수 있어 환기에도 문제없습니다.
qa-789	마케팅	법규/규제	공통	병원 간판에서 의원 명칭 표기 규정은 어떻게 되나요?	법규상 간판에 의원 표기는 반드시 들어가야 합니다. 과거에는 병원명과 동일한 크기로 써야 했지만, 법규가 개정되어 현재는 메인 명칭의 2분의 1 크기까지 축소 가능합니다. 또한 의원급에서는 센터라는 명칭을 사용할 수 없으므로, 건강검진 센터 대신 종합검진으로 표기하는 것이 안전해요. 센터 명칭은 민원이 가장 많이 들어오는 요소 중 하나입니다.
qa-790	마케팅	업계 표준	공통	병원 간판 색상은 어떤 색이 효과적인가요?	가시성이 가장 높은 색은 노란색이며, 멀리서도 잘 보여 많은 병원에서 채택합니다. 병원 브랜드 색상으로는 다크네이비(짙은 남색)가 가장 인기가 높으며, 신뢰감과 전문성을 전달해요. 밝은 파란색은 밝고 경쾌하지만 건강검진이나 암 진단 등 무게감이 필요한 진료과에는 다소 가벼워 보일 수 있어 주의가 필요합니다. 브라운이나 주황은 올드한 느낌이 있어 최근에는 잘 사용하지 않는 추세입니다.
qa-791	마케팅	업체 솔루션	공통	병원 간판에 시계를 설치하면 비용이 얼마나 드나요?	간판용 시계는 약 440만 원 정도로 전체 간판 비용에서 상당한 비중을 차지합니다. 시계는 지나가는 사람들의 시선을 잡는 효과가 있지만, 설치 위치가 골목 안쪽이면 효과가 떨어질 수 있어요. 가능하다면 도로 쪽이나 버스 정류장에서 보이는 방향에 설치하는 것이 좋으며, 예산이 부담될 경우 시계를 제외하면 전체 간판 비용을 크게 절감할 수 있습니다.
qa-792	마케팅	업체 솔루션	공통	병원 간판(외부+내부 사인) 총 비용은 얼마 정도인가요?	외부 간판과 내부 사인을 포함한 총 비용은 약 3,000~3,300만 원 수준입니다. 내부 사인(파사드 조명, 데스크 조명, 진료실 표기 등)만 약 700만 원 정도이고, 라운드 형태의 간판은 수작업이 필요해 비용이 추가됩니다. 간판 제작은 약 10일, 설치는 3~4일이 소요되므로 개원 3주 전에는 제작에 들어가야 합니다. 보건소 개설 신고 승인 후에 외부 간판을 설치하는 것이 안전합니다.
qa-793	마케팅	법규/규제	공통	같은 건물의 약국과 간판을 함께 디자인하면 문제가 되나요?	약국과 병원 간판을 같은 업체에서 일체감 있게 디자인하는 것은 합법적이며, 정형외과와 내과가 간판을 함께 제작한 사례도 있습니다. 담합 우려를 할 수 있지만, 각각 개별 병원과 약국이 독립적으로 계약하는 것이므로 문제가 되지 않아요. 만약 부담이 되면 약국 쪽 시트를 분리하여 별도로 제작할 수도 있습니다. 오히려 약국 면적까지 활용하면 간판 노출 면적이 넓어져 가시성이 크게 높아집니다.
qa-794	마케팅	사업적 요구	공통	신축 건물에서 간판 설치 시 관리사무소와 어떻게 협의해야 하나요?	신축 건물은 관리사무소가 아직 지정되지 않았거나 초기라 간판 규정이 불명확한 경우가 많습니다. 관리소장보다 상가 조합장이 더 결정 권한이 있으므로 조합장과 먼저 협의하는 것이 효과적이에요. 관리소장은 초반에 자주 교체되어 일관성이 없고, 안 된다고 하는 경향이 강합니다. 건물 초입에 들어가는 첫 입주자가 간판 기준을 만드는 경우가 많으므로, 빨리 진입하여 선례를 만드는 것이 유리합니다.
qa-795	의료기기	사업적 요구	내과	의료기기 구매 시 턴키 업체와 제조사 직접 구매의 차이는 무엇인가요?	제조사에 직접 컨택하면 소비자가로만 받을 수 있어 비용이 높습니다. 턴키 업체는 도매가로 매입하여 할인이 적용되므로 가격이 더 저렴해요. 예를 들어 삼성 V7 초음파 기기를 제조사 직접 구매 시 약 5,100만 원이지만, 턴키를 통하면 4,700만 원 수준입니다. 또한 턴키 업체가 여러 제조사 중고를 수시로 물색하고 인테리어에 사이즈/전력 정보를 넘겨주는 조율 역할도 해주므로 시간도 절약됩니다.
qa-796	의료기기	업체 솔루션	내과	내과 초음파 장비를 중고로 구매할 때 주의할 점은 무엇인가요?	중고 초음파는 가격이 저렴하지만 구형 모델은 지방간 측정, 간경화 탄성도, 심장 옵션 등의 추가가 불가능할 수 있어 호환성을 반드시 확인해야 합니다. 중고가는 시기에 따라 크게 변동하며, 다른 원장님이 내놓는 순간 바로 가져가는 구조이므로 이름을 걸어두고 대기하는 방식으로 진행됩니다. GE 등 타 브랜드도 최근 공격적 프로모션으로 신품 가격이 내려가고 있어 비교 검토가 필요합니다.
qa-797	의료기기	업계 표준	내과	엑스레이 장비 100mA와 500mA 중 어떤 것을 선택해야 하나요?	하루 환자 100명 이하의 일반 내과라면 100mA로 충분합니다. 500mA는 병원급 이상에서 대량 촬영 시 과부하 방지용이에요. 500mA 선택 시 전압을 높여야 해서 콘덴서(약 50만 원) 추가 설치가 필요하고, 상시 높은 전압 유지로 관리비가 증가합니다. 엑스레이 촬영 시 순간 전력이 부족하면 컴퓨터 다운이나 에어컨 흔들림이 발생할 수 있으므로 건물 전력 상태도 함께 확인하세요.
qa-798	의료기기	업체 솔루션	내과	내시경 장비(올림푸스 290)를 효율적으로 구매하는 방법이 있나요?	올림푸스 290 풀 세트는 신품 약 1.75~2억 원, 중고 약 1억 원입니다. 비용 절감을 위해 본체(프로세서)는 화질이 중요하므로 290으로 구매하고, 스코프는 하위 모델인 260을 호환하여 사용하는 방법이 일반적이에요. 스코프는 세척을 반복하여 고장이 잦지만, 본체는 잘 고장나지 않아 한 번 사면 오래 쓸 수 있습니다. 290이 단종되고 1500(엑스원)이 출시되면서 중고가가 점차 하락할 전망이므로 시기를 지켜보는 것도 방법입니다.
qa-799	의료기기	사업적 요구	내과	맘모그라피(유방촬영기) 구매를 보류해도 되나요?	맘모그라피는 신품 4~5천만 원으로 고가이지만 내과에서 수익 구조가 아닌 구색 맞추기 장비입니다. 중고(디지털형)는 거의 나오지 않아 구하기 어려워요. 노년층 중심 상권이라면 유방암 검진 수요가 낮을 수 있으므로, 차폐 공사(방사선 차폐)만 미리 해놓고 중고가 나올 때까지 보류하는 원장님이 많습니다. 아날로그식은 약 1,500만 원 수준이지만 필름을 매번 교체해야 하는 불편이 있습니다.
qa-800	의료기기	법규/규제	공통	의료기기 구매 시 리베이트 규정은 어떻게 되나요?	현재 정부가 의료기기 리베이트 단속을 강화하고 있어, 업체가 장비를 공짜로 제공하거나 소모품을 빼주는 행위는 불법입니다. 합법적인 방식으로는 데이터 구매 구조(장비 사용 데이터를 월 정기적으로 구매하는 형태)가 가능하며, 키메스(의료기기 박람회) 행사가를 활용하면 정상 할인을 받을 수 있습니다. 견적 비교 시에는 반드시 2~3곳 이상에서 받아보고, 타 업체 견적을 활용해 추가 협상하는 것이 효과적입니다.
qa-801	의료기기	업체 솔루션	내과	PACS(의료영상저장전송시스템)는 일시불과 월 구독 중 어떤 게 유리한가요?	PACS 일시 구매가는 약 220만 원이며, 월 구독 방식은 약 33,000원(MD패드, 심평원 진료연계시스템 포함)입니다. 5년간 구독 시 총 비용이 약 198만 원으로 일시불과 비슷한 수준이에요. 월 구독은 초기 투자 부담이 적고 유지보수가 포함되는 장점이 있으며, 부가 서비스(MD패드, 심평원 연동)가 무료로 제공되는 프로모션이 있으므로 비교 후 결정하세요.
qa-802	의료기기	업계 표준	내과	의료기기 업체는 인테리어 착공 전에 정해야 하나요?	네, 의료기기 업체는 인테리어 착공 전까지 정하는 것이 좋습니다. 장비 사이즈, 전력 요구 사항, 배치 위치 등을 인테리어 도면에 반영해야 하기 때문이에요. 특히 엑스레이의 차폐 공사, BMD의 설치 면적, 내시경실 배관 등은 사전에 확정되어야 합니다. 기기 업체가 정해지면 담당자가 사이즈와 스펙을 인테리어 팀에 넘겨 도면을 함께 조율하므로, 최소 착공 일주일 전까지는 업체를 결정해 주세요.
